id_cliente,id_empresa,nome_cliente,segmento,limite_credito,risco_cliente,status,data_cadastro
750,8,Cardoso,Atacado,42141.55,baixo,ativo,2023-01-16
751,8,Pimenta,Indústria,105118.52,baixo,ativo,2024-01-15
752,8,Montenegro e Filhos,Serviços,79392.84,medio,ativo,2024-04-08
753,8,Pastor Pacheco S.A.,Atacado,112259.54,baixo,ativo,2025-12-17
754,8,Ribeiro Pinto e Filhos,Varejo,45853.78,baixo,ativo,2020-06-11
755,8,Nunes,Serviços,88824.0,baixo,ativo,2020-03-16
756,8,Alves S/A,Atacado,65748.7,baixo,ativo,2023-02-03
757,8,Ramos - EI,Varejo,80294.18,medio,ativo,2026-03-23
758,8,Rezende,Serviços,22678.1,alto,ativo,2020-12-25
759,8,Vargas Oliveira - ME,Serviços,64239.59,medio,ativo,2024-09-05
760,8,Monteiro e Filhos,Indústria,39857.39,baixo,ativo,2025-01-13
761,8,Ramos,Serviços,46878.45,baixo,ativo,2021-07-19
762,8,Mendes,Serviços,111667.73,baixo,ativo,2026-05-02
763,8,Rodrigues Guerra Ltda.,Varejo,47687.07,alto,ativo,2022-01-24
764,8,Barbosa,Tecnologia,134352.96,baixo,ativo,2024-08-11
765,9,Castro - ME,Indústria,141389.91,baixo,ativo,2021-09-16
766,9,Mendes,Atacado,24779.72,medio,ativo,2024-04-25
767,9,Costela,Varejo,93715.6,baixo,ativo,2022-11-14
768,9,Pereira,Tecnologia,121377.41,baixo,ativo,2024-11-06
769,9,Dias Silva Ltda.,Serviços,40996.82,medio,ativo,2021-12-09
770,9,Guerra,Tecnologia,73116.59,baixo,ativo,2022-02-07
771,9,Teixeira Freitas - EI,Tecnologia,70622.13,medio,ativo,2025-09-19
772,9,Dias S.A.,Tecnologia,109422.15,baixo,ativo,2023-02-16
773,9,Campos,Tecnologia,75946.28,medio,ativo,2024-04-14
774,9,Machado,Varejo,33862.72,alto,ativo,2023-10-11
775,9,Casa Grande Brito S/A,Serviços,79397.06,baixo,ativo,2023-10-07
776,9,Gomes,Varejo,147897.98,baixo,ativo,2021-12-02
777,9,da Cruz,Tecnologia,71745.19,baixo,ativo,2021-10-15
778,9,Duarte Oliveira e Filhos,Serviços,99707.46,baixo,ativo,2023-06-16
779,9,Correia,Atacado,67811.74,medio,ativo,2026-02-11
780,9,Monteiro Moraes - ME,Varejo,41445.34,medio,ativo,2021-11-10
781,9,das Neves,Varejo,136560.28,baixo,ativo,2022-04-05
782,9,Almeida,Varejo,104314.94,baixo,ativo,2021-05-14
783,9,Gonçalves - EI,Tecnologia,78421.79,baixo,ativo,2024-12-06
784,9,da Costa,Tecnologia,85980.31,medio,ativo,2021-02-06
785,9,Pacheco Fogaça S/A,Serviços,55239.33,medio,ativo,2021-10-07
786,9,da Paz - ME,Indústria,66963.8,medio,ativo,2024-12-13
787,9,da Paz,Serviços,60116.23,medio,ativo,2026-03-29
788,9,Caldeira - ME,Tecnologia,100932.84,baixo,ativo,2023-11-27
789,9,da Luz Siqueira Ltda.,Tecnologia,49477.34,medio,ativo,2023-05-27
790,9,Fonseca,Atacado,30322.64,baixo,ativo,2022-06-01
791,9,Guerra S/A,Serviços,92481.32,baixo,ativo,2021-03-01
792,9,Fonseca Novaes Ltda.,Atacado,78306.34,medio,ativo,2022-07-13
793,9,Gomes - EI,Serviços,31401.35,baixo,ativo,2024-08-16
794,9,Teixeira,Atacado,105920.2,baixo,ativo,2021-11-07
795,9,Pinto,Indústria,6612.8,alto,ativo,2022-09-01
796,9,Cardoso S/A,Atacado,69262.12,baixo,ativo,2021-03-21
797,9,Freitas,Atacado,37490.95,baixo,ativo,2023-03-06
798,9,Novais,Atacado,110457.83,baixo,ativo,2026-05-23
799,9,Sá,Indústria,114129.64,baixo,ativo,2023-04-02
800,9,Costa Pereira - EI,Indústria,61143.51,baixo,ativo,2026-01-20
801,9,Montenegro,Tecnologia,93142.46,baixo,ativo,2025-05-21
802,9,Aparecida S/A,Varejo,99222.75,baixo,ativo,2021-07-09
803,9,Silva Farias - ME,Atacado,101309.9,baixo,ativo,2026-06-16
804,10,Cassiano,Varejo,63392.99,baixo,ativo,2025-04-29
805,10,Duarte Pimenta Ltda.,Atacado,56611.47,baixo,ativo,2024-10-26
806,10,Gonçalves Pimenta e Filhos,Atacado,20797.06,baixo,ativo,2025-03-10
807,10,Pastor,Tecnologia,42522.14,alto,ativo,2024-05-24
808,10,Montenegro,Atacado,48519.64,medio,ativo,2023-08-13
809,10,Santos,Atacado,125841.66,baixo,ativo,2023-06-01
810,10,Melo,Atacado,108165.69,baixo,ativo,2025-07-30
811,10,Freitas Ltda.,Serviços,139104.24,baixo,ativo,2023-04-23
812,10,Leão - EI,Serviços,40019.26,medio,ativo,2024-12-08
813,10,Vieira,Indústria,44359.26,baixo,ativo,2025-09-09
814,10,Peixoto - ME,Serviços,31719.79,medio,ativo,2023-10-27
815,10,Rezende,Varejo,143594.48,baixo,ativo,2023-11-01
816,10,Silveira Aragão - EI,Varejo,83068.31,medio,ativo,2026-03-20
817,10,Cavalcante,Atacado,85007.06,baixo,ativo,2023-06-23
818,10,Casa Grande,Atacado,79743.92,medio,ativo,2025-07-12
819,10,Andrade Oliveira e Filhos,Atacado,22441.47,alto,ativo,2022-05-21
820,10,Correia S/A,Varejo,141203.85,baixo,ativo,2023-08-09
821,10,Dias,Indústria,25998.17,baixo,ativo,2021-11-11
822,10,Cassiano,Serviços,60578.58,baixo,ativo,2023-05-05
823,10,Sales,Serviços,61489.47,baixo,ativo,2022-08-14
824,10,Jesus Montenegro - EI,Serviços,21983.37,baixo,ativo,2024-10-11
825,10,Sousa,Indústria,61403.04,baixo,ativo,2024-12-14
826,10,Santos S.A.,Tecnologia,29261.57,baixo,ativo,2022-01-07
827,10,Novais Duarte e Filhos,Varejo,81195.63,baixo,ativo,2022-03-21
828,10,Moura,Tecnologia,43267.79,baixo,ativo,2025-03-11
829,10,Dias,Atacado,63203.17,baixo,ativo,2022-03-05
830,10,Marques Nascimento Ltda.,Tecnologia,10930.79,alto,ativo,2022-04-13
831,10,Rocha,Serviços,108982.14,baixo,ativo,2022-12-28
832,10,Pimenta,Serviços,136441.11,baixo,ativo,2025-08-28
833,10,Correia,Tecnologia,19614.25,alto,ativo,2021-11-26
834,10,da Mota Novais Ltda.,Indústria,34675.32,baixo,ativo,2026-01-15
835,10,da Rosa Vargas Ltda.,Varejo,94708.17,baixo,ativo,2023-07-25
836,10,Sales Santos - ME,Atacado,29220.12,baixo,ativo,2024-01-20
837,10,Mendes,Varejo,51679.84,baixo,ativo,2023-08-24
838,10,Novais,Atacado,110227.78,baixo,ativo,2026-02-24
839,10,da Paz,Atacado,110237.31,baixo,ativo,2026-06-05
840,10,Oliveira e Filhos,Tecnologia,96981.21,baixo,ativo,2022-09-21
841,10,Gonçalves,Atacado,72753.18,baixo,ativo,2026-01-22
842,10,Vargas,Serviços,61599.13,medio,ativo,2026-04-26
843,10,da Rocha Aparecida Ltda.,Serviços,95499.83,baixo,ativo,2025-06-10
844,10,Ferreira - ME,Serviços,89063.26,baixo,ativo,2022-11-21
845,10,Souza,Indústria,55622.11,medio,ativo,2024-03-04
846,10,Cunha,Atacado,89223.14,medio,ativo,2024-08-06
847,10,Nascimento da Mata - EI,Atacado,36582.24,baixo,ativo,2022-01-12
848,10,Carvalho,Indústria,92803.93,baixo,ativo,2021-11-28
849,10,Pimenta e Filhos,Tecnologia,111288.84,baixo,ativo,2024-01-05
850,10,da Cruz Aragão e Filhos,Serviços,90865.44,baixo,ativo,2024-11-06
851,10,Porto da Conceição S/A,Serviços,140182.67,baixo,ativo,2022-06-28
852,10,Jesus Ltda.,Tecnologia,104290.6,baixo,ativo,2022-07-01
853,10,Brito,Atacado,103491.58,baixo,ativo,2024-02-14
854,10,Abreu Novaes S.A.,Tecnologia,79071.27,baixo,ativo,2023-09-23
855,11,Rezende,Serviços,98594.52,baixo,ativo,2025-08-17
856,11,Mendes,Varejo,140453.38,baixo,ativo,2026-05-16
857,11,Sá da Paz Ltda.,Varejo,67915.22,baixo,ativo,2021-08-04
858,11,Ramos,Indústria,78748.05,medio,ativo,2025-03-19
859,11,Vargas S/A,Varejo,88036.38,baixo,ativo,2026-01-17
860,11,Nascimento Sousa e Filhos,Varejo,14221.94,medio,ativo,2025-04-04
861,11,Cavalcanti - ME,Indústria,137787.16,baixo,ativo,2023-04-21
862,11,Andrade Gonçalves - ME,Atacado,24592.41,baixo,ativo,2022-12-02
863,11,Souza da Rocha S/A,Indústria,81510.87,baixo,ativo,2020-04-21
864,11,da Rosa - EI,Indústria,30726.32,baixo,ativo,2022-10-29
865,11,Farias Ltda.,Varejo,56526.35,baixo,ativo,2021-12-16
866,11,Ramos,Serviços,21639.51,alto,ativo,2022-12-06
867,11,Carvalho,Varejo,24464.74,medio,ativo,2023-11-05
868,11,da Mata,Tecnologia,41977.57,alto,ativo,2024-08-18
869,11,Camargo Farias S.A.,Serviços,45214.8,medio,ativo,2023-11-14
870,11,Ramos,Tecnologia,54371.41,baixo,ativo,2024-06-21
871,11,Silva,Serviços,81914.61,baixo,ativo,2024-04-04
872,11,Albuquerque Sousa Ltda.,Tecnologia,31010.01,medio,ativo,2020-02-18
873,11,Nunes,Atacado,123650.18,baixo,ativo,2020-06-17
874,11,Cavalcanti Pimenta e Filhos,Atacado,89068.14,baixo,ativo,2023-01-21
875,11,Lima,Tecnologia,54721.42,baixo,ativo,2025-03-03
876,11,Borges,Serviços,68745.08,medio,ativo,2025-10-30
877,11,Rios,Varejo,109736.18,baixo,ativo,2020-10-05
878,11,Cirino S.A.,Serviços,32700.84,baixo,ativo,2023-03-06
879,11,Duarte,Atacado,24425.43,baixo,ativo,2022-06-07
880,11,Abreu da Luz - ME,Atacado,10398.97,alto,ativo,2021-06-16
881,11,Machado Sá Ltda.,Serviços,119301.51,baixo,ativo,2021-03-30
882,11,da Rosa,Tecnologia,47356.45,medio,ativo,2023-02-06
883,11,da Luz e Filhos,Indústria,63406.34,medio,ativo,2021-10-25
884,11,Sales,Varejo,14990.99,medio,ativo,2022-11-23
885,11,Araújo Rios S/A,Serviços,27127.48,alto,ativo,2024-05-27
886,11,das Neves,Serviços,83967.45,baixo,ativo,2021-03-11
887,11,Guerra Rodrigues - EI,Atacado,8281.38,alto,ativo,2022-10-23
888,11,Sales,Varejo,49816.11,medio,ativo,2020-06-03
889,11,Porto Ltda.,Atacado,66004.42,medio,ativo,2020-01-16
890,11,Pimenta,Varejo,142188.44,baixo,ativo,2026-01-21
891,11,Câmara Carvalho - ME,Varejo,69975.1,baixo,ativo,2026-05-12
892,11,Marques Souza - EI,Varejo,148908.18,baixo,ativo,2021-01-06
893,11,Leão,Indústria,130934.47,baixo,ativo,2022-04-11
894,11,Sá,Tecnologia,25113.05,baixo,ativo,2021-03-13
895,11,Teixeira da Cruz e Filhos,Serviços,66703.95,baixo,ativo,2021-07-27
896,11,Moura - ME,Tecnologia,23297.4,baixo,ativo,2020-09-15
897,11,Barbosa,Tecnologia,49974.73,medio,ativo,2020-03-08
898,11,Araújo - EI,Varejo,27287.08,baixo,ativo,2022-05-17
899,11,Oliveira Nascimento S.A.,Atacado,46669.63,medio,ativo,2021-09-02
900,11,Duarte Moreira - ME,Tecnologia,15762.68,medio,ativo,2020-03-19
901,11,Rodrigues S.A.,Serviços,139342.48,baixo,ativo,2020-02-28
902,11,Borges,Tecnologia,26494.54,baixo,ativo,2021-11-30
903,11,Araújo,Atacado,75397.63,medio,ativo,2022-06-22
904,11,Cardoso,Tecnologia,46343.35,baixo,ativo,2023-08-21
905,11,Marques,Serviços,108931.49,baixo,ativo,2020-07-05
906,11,Novais - ME,Tecnologia,63615.48,baixo,ativo,2021-11-19
907,11,Silveira,Varejo,45092.9,medio,ativo,2021-06-30
908,11,Gonçalves Ltda.,Varejo,130157.67,baixo,ativo,2025-06-17
909,11,Souza S.A.,Atacado,20939.12,baixo,ativo,2023-03-08
910,11,Aparecida - ME,Serviços,124963.53,baixo,ativo,2021-08-09
911,11,Sampaio,Atacado,88001.29,baixo,ativo,2020-06-03
912,11,Nogueira S/A,Indústria,113235.84,baixo,ativo,2023-11-25
913,11,Melo S/A,Varejo,92502.35,baixo,ativo,2024-01-22
914,11,Jesus,Serviços,50603.26,medio,ativo,2023-02-06
915,11,Vargas Carvalho e Filhos,Tecnologia,34648.29,baixo,ativo,2025-07-30
916,11,Freitas,Indústria,107118.54,baixo,ativo,2022-05-08
917,11,Machado,Varejo,63458.3,baixo,ativo,2021-03-03
918,11,Garcia,Tecnologia,24071.01,medio,ativo,2025-10-10
919,11,Rodrigues e Filhos,Indústria,136360.29,baixo,ativo,2024-09-12
920,11,Rezende Ferreira S/A,Indústria,107990.83,baixo,ativo,2022-07-21
921,11,Nascimento Gonçalves - EI,Serviços,115907.22,baixo,ativo,2020-10-28
922,11,Siqueira Câmara S/A,Atacado,82973.0,baixo,ativo,2025-02-06
923,11,da Rosa - ME,Indústria,68553.06,baixo,ativo,2023-01-09
924,11,Nascimento,Serviços,36537.53,baixo,ativo,2021-03-31
925,11,da Conceição,Indústria,23696.11,medio,ativo,2021-10-04
926,11,Marques Ferreira S.A.,Atacado,58922.25,medio,ativo,2022-07-29
927,11,Correia,Atacado,131406.59,baixo,ativo,2025-04-23
928,11,Andrade e Filhos,Serviços,68401.42,medio,ativo,2022-10-12
929,11,Pimenta,Serviços,95330.71,baixo,ativo,2026-06-07
930,11,da Costa S.A.,Atacado,13537.94,medio,ativo,2020-05-17
931,11,Brito - EI,Varejo,71261.62,baixo,ativo,2025-01-27
932,11,Machado - EI,Tecnologia,30801.9,baixo,ativo,2022-06-11
933,11,da Cruz e Filhos,Tecnologia,58452.76,baixo,ativo,2023-06-02
934,11,Guerra - ME,Tecnologia,79706.77,baixo,ativo,2025-03-14
935,11,Nogueira Cunha S/A,Indústria,42428.83,medio,ativo,2025-03-16
936,11,Montenegro da Rocha S.A.,Indústria,60184.4,medio,ativo,2025-12-14
937,11,Oliveira,Atacado,75367.29,baixo,ativo,2026-06-14
938,11,da Costa,Varejo,16476.72,medio,ativo,2025-10-09
939,11,Casa Grande,Indústria,9993.49,alto,ativo,2025-03-21
940,11,Jesus da Rosa Ltda.,Varejo,67524.25,baixo,ativo,2026-04-15
941,11,Novais - EI,Varejo,88500.13,medio,ativo,2025-05-13
942,11,Pires Rocha - ME,Serviços,79690.51,medio,ativo,2023-08-05
943,11,Aragão,Varejo,54756.52,baixo,ativo,2024-03-07
944,11,Ramos,Atacado,83209.5,baixo,ativo,2025-12-22
945,11,Viana,Varejo,39451.67,medio,ativo,2022-02-10
946,11,Sampaio,Indústria,16413.63,medio,ativo,2020-11-11
947,11,Jesus,Serviços,55872.56,baixo,ativo,2025-11-02
948,11,da Rosa Garcia S.A.,Serviços,35708.15,alto,ativo,2025-04-25
949,11,da Costa,Varejo,77701.81,baixo,ativo,2020-03-31
950,11,da Rosa Santos S.A.,Tecnologia,85795.9,medio,ativo,2023-11-05
951,11,Araújo,Atacado,48891.87,medio,ativo,2026-02-24
952,11,Leão,Serviços,59530.7,baixo,ativo,2022-11-30
953,11,Gomes da Cruz Ltda.,Serviços,68347.3,baixo,ativo,2023-12-17
954,11,Farias Ramos S/A,Atacado,144307.8,baixo,ativo,2023-03-14
955,11,Freitas,Serviços,42796.71,baixo,ativo,2021-10-22
956,11,Nascimento e Filhos,Indústria,25349.69,baixo,ativo,2024-02-23
957,11,Aragão da Mata - ME,Indústria,93123.34,baixo,ativo,2021-08-28
958,11,Barbosa S.A.,Varejo,90182.66,baixo,ativo,2024-07-15
959,11,Mendes Costela Ltda.,Serviços,46751.51,alto,ativo,2020-01-18
960,11,Albuquerque,Indústria,34125.98,alto,ativo,2025-04-25
961,11,Correia Sousa S/A,Serviços,70332.93,medio,ativo,2026-05-04
962,11,da Cruz,Tecnologia,37094.75,medio,ativo,2020-06-13
963,12,Gonçalves da Costa - EI,Serviços,11983.65,medio,ativo,2024-12-31
964,12,Vasconcelos,Atacado,62427.64,baixo,ativo,2022-06-28
965,12,Garcia,Tecnologia,25657.25,medio,ativo,2020-12-23
966,12,Nascimento,Atacado,32142.73,alto,ativo,2020-08-17
967,12,das Neves,Indústria,43421.18,alto,ativo,2024-04-30
968,12,Fonseca,Atacado,57004.55,baixo,ativo,2020-12-24
969,12,Martins,Tecnologia,135414.63,baixo,ativo,2023-03-28
970,12,Silveira - ME,Tecnologia,114640.09,baixo,ativo,2021-07-25
971,12,Costela,Atacado,21491.14,medio,ativo,2023-10-05
972,12,Dias,Tecnologia,144812.39,baixo,ativo,2023-01-24
973,12,Aparecida,Serviços,92255.8,baixo,ativo,2022-03-27
974,12,Sousa Casa Grande S/A,Indústria,69630.04,baixo,ativo,2023-05-29
975,12,Novaes,Serviços,116181.28,baixo,ativo,2022-12-11
976,12,da Rocha,Indústria,103272.18,baixo,ativo,2024-09-04
977,12,Costa Farias S.A.,Indústria,137883.12,baixo,ativo,2025-07-12
978,12,Nunes,Atacado,31147.96,alto,ativo,2024-11-21
979,12,Monteiro Novaes e Filhos,Varejo,48083.26,medio,ativo,2024-03-08
980,12,da Cunha,Varejo,94784.28,baixo,ativo,2021-08-21
981,12,Silveira,Indústria,134181.24,baixo,ativo,2024-01-19
982,12,Marques,Atacado,138573.6,baixo,ativo,2020-11-10
983,12,Siqueira Vieira Ltda.,Serviços,119637.52,baixo,ativo,2026-02-05
984,12,Carvalho Silveira - EI,Indústria,61107.36,baixo,ativo,2024-01-24
985,12,Cirino,Atacado,95406.06,baixo,ativo,2023-02-26
986,12,Moura S/A,Varejo,83036.87,baixo,ativo,2022-06-11
987,12,Rios S/A,Atacado,48744.76,baixo,ativo,2025-11-23
988,12,Jesus S.A.,Tecnologia,66181.19,medio,ativo,2025-03-01
989,12,Azevedo Santos S.A.,Indústria,5782.07,alto,ativo,2023-06-30
990,12,Cunha - EI,Atacado,45355.03,medio,ativo,2023-11-02
991,12,Freitas,Serviços,59608.95,baixo,ativo,2021-08-06
992,12,Pinto e Filhos,Tecnologia,26787.28,medio,ativo,2021-04-02
993,12,Ribeiro,Varejo,120710.0,baixo,ativo,2020-05-14
994,12,Almeida,Indústria,14741.22,medio,ativo,2020-06-26
995,12,Nascimento - EI,Atacado,106786.24,baixo,ativo,2022-04-21
996,12,Albuquerque,Serviços,46003.18,baixo,ativo,2023-02-10
997,12,Moura e Filhos,Atacado,27528.55,alto,ativo,2022-09-17
998,12,Nascimento,Atacado,28883.82,baixo,ativo,2022-06-07
999,12,Almeida,Varejo,23741.88,medio,ativo,2021-02-08
1000,12,Cavalcanti,Atacado,26362.2,alto,ativo,2022-01-28
1001,12,Brito - EI,Tecnologia,144507.21,baixo,ativo,2024-10-03
1002,12,da Costa Correia - EI,Varejo,49582.05,baixo,ativo,2025-03-23
1003,12,Fogaça,Atacado,37668.61,baixo,ativo,2020-06-15
1004,12,Vieira,Indústria,84182.66,baixo,ativo,2024-12-23
1005,12,Barros,Varejo,72946.69,baixo,ativo,2025-05-02
1006,12,Guerra,Varejo,35337.15,alto,ativo,2024-06-11
1007,12,Nunes,Tecnologia,105611.27,baixo,ativo,2021-02-20
1008,12,Sampaio Câmara Ltda.,Serviços,23497.86,medio,ativo,2023-10-19
1009,12,Rezende e Filhos,Tecnologia,129723.84,baixo,ativo,2025-08-06
1010,12,Borges - ME,Tecnologia,112754.19,baixo,ativo,2023-12-29
1011,12,Garcia,Indústria,98411.51,baixo,ativo,2021-08-26
1012,12,Araújo,Serviços,30055.19,medio,ativo,2020-05-01
1013,12,Sampaio S.A.,Serviços,26870.81,baixo,ativo,2024-04-16
1014,12,Monteiro - ME,Varejo,62504.27,baixo,ativo,2025-10-30
1015,12,Nunes,Tecnologia,26154.54,medio,ativo,2025-08-29
1016,12,Moura S/A,Varejo,64670.03,baixo,ativo,2024-10-28
1017,12,Cunha Sales - EI,Tecnologia,46009.24,medio,ativo,2025-02-25
1018,12,da Mata,Serviços,42992.99,baixo,ativo,2025-07-06
1019,12,Barbosa e Filhos,Atacado,60619.76,baixo,ativo,2025-07-02
1020,12,Nogueira,Serviços,55776.82,medio,ativo,2025-09-06
1021,12,Cavalcanti Ltda.,Indústria,54240.83,baixo,ativo,2023-03-11
1022,12,Costela - EI,Indústria,23659.11,baixo,ativo,2020-04-20
1023,12,Sá Silva - ME,Indústria,40445.87,medio,ativo,2024-08-14
1024,12,da Rosa S.A.,Atacado,105961.2,baixo,ativo,2020-12-13
1025,12,Nunes Gomes e Filhos,Varejo,20191.74,alto,ativo,2026-01-14
1026,12,Gomes,Tecnologia,79918.22,baixo,ativo,2022-12-28
1027,12,Vieira Sales e Filhos,Atacado,81060.99,baixo,ativo,2024-05-17
1028,12,Montenegro e Filhos,Serviços,32704.34,baixo,ativo,2023-10-08
1029,12,Aragão,Indústria,125489.43,baixo,ativo,2024-01-28
1030,12,Lopes S.A.,Varejo,48834.83,alto,ativo,2026-01-03
1031,12,Fernandes - EI,Serviços,54470.16,baixo,ativo,2021-01-11
1032,12,Vasconcelos,Atacado,57349.17,medio,ativo,2025-12-15
1033,12,Alves,Indústria,47266.09,baixo,ativo,2025-08-29
1034,12,Viana,Tecnologia,53195.81,medio,ativo,2022-10-26
1035,12,Mendonça,Varejo,78919.72,baixo,ativo,2025-10-15
1036,12,Fogaça Novaes - ME,Tecnologia,27036.22,medio,ativo,2023-01-02
1037,12,Cirino,Tecnologia,39610.36,alto,ativo,2026-05-07
1038,12,Barros,Serviços,26051.84,medio,ativo,2021-09-08
1039,12,da Cruz,Varejo,77529.76,medio,ativo,2022-04-13
1040,12,Barros Ltda.,Atacado,32963.57,medio,ativo,2022-08-25
1041,12,Garcia Silva e Filhos,Indústria,34762.61,baixo,ativo,2025-03-16
1042,12,Sousa Gomes Ltda.,Serviços,148868.1,baixo,ativo,2021-10-14
1043,12,Caldeira,Atacado,23788.44,baixo,ativo,2021-12-21
1044,12,Abreu Ltda.,Varejo,67797.92,medio,ativo,2020-12-09
1045,12,Fonseca,Indústria,58737.29,baixo,ativo,2021-01-04
1046,12,Caldeira,Atacado,129175.36,baixo,ativo,2025-08-11
1047,12,Borges Cirino - ME,Atacado,47735.35,alto,ativo,2022-10-28
1048,12,Novais,Indústria,31732.34,baixo,ativo,2023-09-10
1049,12,Caldeira,Tecnologia,74467.33,medio,ativo,2022-06-11
1050,12,Borges Ltda.,Indústria,42770.05,baixo,ativo,2020-08-17
1051,12,Peixoto - EI,Tecnologia,68711.65,baixo,ativo,2025-04-29
1052,12,Gomes,Indústria,80354.68,medio,ativo,2025-04-30
1053,12,da Rocha - ME,Atacado,11685.94,medio,ativo,2020-05-22
1054,12,Vasconcelos,Serviços,85267.86,medio,ativo,2022-11-02
1055,12,Silveira - EI,Varejo,60204.91,baixo,ativo,2025-12-30
1056,12,Oliveira Moreira S.A.,Tecnologia,41077.68,medio,ativo,2022-11-12
1057,12,Cavalcante,Serviços,141721.91,baixo,ativo,2024-12-02
1058,12,da Mata da Rosa Ltda.,Varejo,134330.74,baixo,ativo,2023-01-27
1059,12,Casa Grande,Tecnologia,85239.63,medio,ativo,2023-09-24
1060,13,Cavalcante - ME,Atacado,75952.07,medio,ativo,2020-09-28
1061,13,Leão,Tecnologia,98275.07,baixo,ativo,2020-04-22
1062,13,Mendes,Serviços,24699.17,medio,ativo,2020-01-13
1063,13,Fonseca Ltda.,Serviços,101678.52,baixo,ativo,2022-10-19
1064,13,Silveira Pires - ME,Atacado,146056.4,baixo,ativo,2024-08-07
1065,13,Marques Caldeira S.A.,Indústria,48269.24,medio,ativo,2021-12-11
1066,13,Abreu,Tecnologia,73962.29,medio,ativo,2024-02-14
1067,13,Farias,Serviços,133930.7,baixo,ativo,2020-03-25
1068,13,Farias,Varejo,33198.23,alto,ativo,2025-03-09
1069,13,Farias,Tecnologia,111163.95,baixo,ativo,2022-12-01
1070,13,Rezende,Varejo,144544.27,baixo,ativo,2025-11-23
1071,13,da Rosa Duarte - EI,Varejo,139598.58,baixo,ativo,2022-07-08
1072,13,Mendes Dias S.A.,Indústria,78954.94,medio,ativo,2025-07-17
1073,13,Dias,Indústria,76070.12,baixo,ativo,2022-02-14
1074,13,Sousa,Indústria,73108.13,baixo,ativo,2022-08-22
1075,13,Oliveira,Tecnologia,137952.67,baixo,ativo,2020-12-17
1076,13,Duarte Garcia Ltda.,Serviços,37316.64,baixo,ativo,2024-04-19
1077,13,Fonseca,Varejo,30498.05,medio,ativo,2020-08-01
1078,13,Nunes S.A.,Atacado,50529.39,baixo,ativo,2020-07-05
1079,13,Rodrigues Vargas - EI,Indústria,85590.46,baixo,ativo,2021-06-25
1080,13,Siqueira - ME,Atacado,16713.12,alto,ativo,2025-07-11
1081,13,Macedo da Rocha e Filhos,Atacado,19279.28,alto,ativo,2024-11-08
1082,13,Vieira - ME,Indústria,35189.47,baixo,ativo,2024-01-16
1083,13,Carvalho,Indústria,32581.92,alto,ativo,2025-10-18
1084,13,da Costa,Serviços,136047.34,baixo,ativo,2026-03-26
1085,13,Ribeiro,Serviços,73857.61,medio,ativo,2020-08-11
1086,13,Silva Lima - ME,Tecnologia,24662.09,baixo,ativo,2021-04-20
1087,13,Machado - EI,Atacado,21043.41,alto,ativo,2025-06-10
1088,13,Pacheco,Indústria,34623.81,baixo,ativo,2021-01-18
1089,13,Nascimento,Indústria,56935.14,baixo,ativo,2026-04-26
1090,13,Nogueira,Atacado,56683.79,medio,ativo,2026-05-26
1091,13,Vieira Ltda.,Varejo,139653.72,baixo,ativo,2023-09-08
1092,13,Caldeira S.A.,Atacado,108570.6,baixo,ativo,2021-03-10
1093,13,Cavalcante,Tecnologia,16485.06,medio,ativo,2025-02-02
1094,13,Nunes e Filhos,Varejo,55011.4,baixo,ativo,2025-01-29
1095,13,Sá,Atacado,115100.88,baixo,ativo,2021-06-13
1096,13,Vieira,Varejo,26328.69,baixo,ativo,2020-10-16
1097,13,Caldeira,Serviços,98297.9,baixo,ativo,2024-06-21
1098,13,Brito Ltda.,Indústria,130804.96,baixo,ativo,2021-09-23
1099,13,Moraes Souza - EI,Indústria,83809.86,baixo,ativo,2021-06-21
1100,13,Machado Freitas - ME,Tecnologia,32494.49,baixo,ativo,2024-05-08
1101,13,Vargas,Indústria,93197.42,baixo,ativo,2022-02-02
1102,13,Ferreira Alves - ME,Tecnologia,75382.22,baixo,ativo,2022-07-07
1103,13,da Rocha - ME,Atacado,84453.41,medio,ativo,2020-12-09
1104,13,Camargo e Filhos,Serviços,76856.22,baixo,ativo,2021-06-07
1105,13,Ferreira das Neves Ltda.,Atacado,29892.28,medio,ativo,2020-07-14
1106,13,Viana,Tecnologia,139249.26,baixo,ativo,2021-01-22
1107,13,Moreira Mendes Ltda.,Atacado,113640.3,baixo,ativo,2020-11-30
1108,13,Brito,Serviços,69241.29,medio,ativo,2024-05-28
1109,13,Silveira,Tecnologia,74112.7,baixo,ativo,2025-01-16
1110,13,Dias,Serviços,54459.67,baixo,ativo,2022-05-14
1111,13,da Rosa S/A,Varejo,117113.81,baixo,ativo,2024-11-11
1112,13,Almeida Ltda.,Tecnologia,20760.12,baixo,ativo,2025-02-27
1113,13,Rocha S.A.,Tecnologia,87264.3,medio,ativo,2023-05-25
1114,13,Moreira Cavalcanti - EI,Tecnologia,146609.85,baixo,ativo,2023-05-24
1115,13,Farias Novais - ME,Serviços,37564.81,baixo,ativo,2020-04-19
1116,13,da Conceição,Atacado,104321.02,baixo,ativo,2022-02-20
1117,13,Pires,Varejo,120063.75,baixo,ativo,2021-11-11
1118,13,Cirino Porto e Filhos,Varejo,26827.11,alto,ativo,2025-01-15
1119,13,Gonçalves,Varejo,46173.99,baixo,ativo,2023-09-29
1120,13,Sousa - EI,Tecnologia,101953.28,baixo,ativo,2026-03-20
